Date,TotalSales,Time,Year,Month,Hour,Day
3,0.0,03-10-2014 00:0003-10-2014 01:0003-10-2014 02:0003-10-2014 03:0003-10-2014 04:0003-10-2014 05:0003-10-2014 06:0003-10-2014 22:0003-10-2014 23:0003-10-2015 00:0003-10-2015 01:0003-10-2015 02:0003-10-2015 03:0003-10-2015 04:0003-10-2015 05:0003-10-2015 06:0003-10-2015 07:0003-10-2015 22:0003-10-2015 23:0003-10-2016 00:0003-10-2016 01:0003-10-2016 02:0003-10-2016 03:0003-10-2016 04:0003-10-2016 05:0003-10-2016 06:0003-10-2016 07:0003-10-2016 22:0003-10-2016 23:0003-10-2017 00:0003-10-2017 01:0003-10-2017 02:0003-10-2017 03:0003-10-2017 04:0003-10-2017 05:0003-10-2017 06:0003-10-2017 07:0003-10-2017 10:0003-10-2017 12:0003-10-2017 13:0003-10-2017 21:0003-10-2017 22:0003-10-2017 23:0003-10-2018 00:0003-10-2018 01:0003-10-2018 02:0003-10-2018 03:0003-10-2018 04:0003-10-2018 05:0003-10-2018 06:0003-10-2018 07:0003-10-2018 08:0003-10-2018 21:0003-10-2018 22:0003-10-2018 23:0003-10-2019 00:0003-10-2019 01:0003-10-2019 02:0003-10-2019 03:0003-10-2019 04:0003-10-2019 05:0003-10-2019 06:0003-10-2019 07:0003-10-2019 21:0003-10-2019 22:0003-10-2019 23:00,201420142014201420142014201420142014201520152015201520152015201520152015201520162016201620162016201620162016201620162017201720172017201720172017201720172017201720172017201720182018201820182018201820182018201820182018201820192019201920192019201920192019201920192019,101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,537,MondayMondayMondayMondayMondayMondayMondayMondayMondayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySunday
3,0.33,03-10-2016 19:00,2016,10,19,Thursday
3,1.0,03-10-2015 19:0003-10-2017 14:0003-10-2017 18:00,201520172017,101010,51,TuesdayFridayFriday
3,1.34,03-10-2014 12:0003-10-2014 21:00,20142014,1010,33,MondayMonday
3,1.6,03-10-2017 08:00,2017,10,8,Friday
3,2.0,03-10-2014 13:0003-10-2014 14:0003-10-2014 15:0003-10-2015 13:0003-10-2015 14:0003-10-2016 13:0003-10-2017 16:0003-10-2018 09:0003-10-2018 15:0003-10-2019 08:00,2014201420142015201520162017201820182019,10101010101010101010,130,MondayMondayMondayTuesdayTuesdayThursdayFridaySaturdaySaturdaySunday
3,2.33,03-10-2017 17:00,2017,10,17,Friday
3,2.34,03-10-2014 09:0003-10-2018 16:0003-10-2019 15:00,201420182019,101010,40,MondaySaturdaySunday
3,3.0,03-10-2014 07:0003-10-2015 18:0003-10-2016 08:0003-10-2016 09:0003-10-2016 14:0003-10-2016 17:0003-10-2016 20:0003-10-2017 20:00,20142015201620162016201620162017,1010101010101010,113,MondayTuesdayThursdayThursdayThursdayThursdayThursdayFriday
3,3.33,03-10-2014 16:0003-10-2015 11:0003-10-2019 13:00,201420152019,101010,40,MondayTuesdaySunday
3,3.34,03-10-2014 11:0003-10-2015 12:00,20142015,1010,23,MondayTuesday
3,3.4,03-10-2015 08:0003-10-2016 11:00,20152016,1010,19,TuesdayThursday
3,4.0,03-10-2015 17:0003-10-2016 12:0003-10-2016 15:0003-10-2017 19:0003-10-2018 14:0003-10-2019 10:00,201520162016201720182019,101010101010,87,TuesdayThursdayThursdayFridaySaturdaySunday
3,4.33,03-10-2015 15:00,2015,10,15,Tuesday
3,5.0,03-10-2014 18:0003-10-2014 19:0003-10-2016 10:0003-10-2018 10:0003-10-2019 11:0003-10-2019 20:00,201420142016201820192019,101010101010,88,MondayMondayThursdaySaturdaySundaySunday
3,5.2989999999999995,03-10-2018 20:00,2018,10,20,Saturday
3,5.34,03-10-2019 14:00,2019,10,14,Sunday
3,6.0,03-10-2015 20:0003-10-2016 18:0003-10-2016 21:0003-10-2017 15:0003-10-2018 12:00,20152016201620172018,1010101010,86,TuesdayThursdayThursdayFridaySaturday
3,7.0,03-10-2015 09:0003-10-2015 16:0003-10-2015 21:0003-10-2018 11:00,2015201520152018,10101010,57,TuesdayTuesdayTuesdaySaturday
3,7.3,03-10-2017 09:00,2017,10,9,Friday
3,7.33,03-10-2018 13:00,2018,10,13,Saturday
3,7.34,03-10-2018 18:00,2018,10,18,Saturday
3,8.33,03-10-2016 16:00,2016,10,16,Thursday
3,8.5,03-10-2019 19:00,2019,10,19,Sunday
3,8.757,03-10-2019 18:00,2019,10,18,Sunday
3,8.8,03-10-2014 20:00,2014,10,20,Monday
3,9.0,03-10-2019 12:0003-10-2019 16:00,20192019,1010,28,SundaySunday
3,10.0,03-10-2019 09:0003-10-2019 17:00,20192019,1010,26,SundaySunday
3,11.0,03-10-2014 10:0003-10-2018 17:00,20142018,1010,27,MondaySaturday
3,11.34,03-10-2014 17:00,2014,10,17,Monday
3,12.0,03-10-2015 10:00,2015,10,10,Tuesday
3,13.5,03-10-2018 19:00,2018,10,19,Saturday
3,14.0,03-10-2014 08:00,2014,10,8,Monday
3,19.0,03-10-2017 11:00,2017,10,11,Friday
4,0.0,04-10-2014 00:0004-10-2014 01:0004-10-2014 02:0004-10-2014 03:0004-10-2014 04:0004-10-2014 05:0004-10-2014 06:0004-10-2014 07:0004-10-2014 10:0004-10-2014 18:0004-10-2014 22:0004-10-2014 23:0004-10-2015 00:0004-10-2015 01:0004-10-2015 02:0004-10-2015 03:0004-10-2015 04:0004-10-2015 05:0004-10-2015 06:0004-10-2015 07:0004-10-2015 08:0004-10-2015 21:0004-10-2015 22:0004-10-2015 23:0004-10-2016 00:0004-10-2016 01:0004-10-2016 02:0004-10-2016 03:0004-10-2016 04:0004-10-2016 05:0004-10-2016 06:0004-10-2016 07:0004-10-2016 21:0004-10-2016 22:0004-10-2016 23:0004-10-2017 00:0004-10-2017 01:0004-10-2017 02:0004-10-2017 03:0004-10-2017 04:0004-10-2017 05:0004-10-2017 06:0004-10-2017 07:0004-10-2017 10:0004-10-2017 22:0004-10-2017 23:0004-10-2018 00:0004-10-2018 01:0004-10-2018 02:0004-10-2018 03:0004-10-2018 04:0004-10-2018 05:0004-10-2018 06:0004-10-2018 07:0004-10-2018 22:0004-10-2018 23:0004-10-2019 00:0004-10-2019 01:0004-10-2019 02:0004-10-2019 03:0004-10-2019 04:0004-10-2019 05:0004-10-2019 06:0004-10-2019 07:0004-10-2019 18:0004-10-2019 22:0004-10-2019 23:00,2014201420142014201420142014201420142014201420142015201520152015201520152015201520152015201520152016201620162016201620162016201620162016201620172017201720172017201720172017201720172017201820182018201820182018201820182018201820192019201920192019201920192019201920192019,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,544,ThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesday
4,0.05,04-10-2017 08:00,2017,10,8,Monday
4,1.0,04-10-2014 20:0004-10-2014 21:0004-10-2016 15:0004-10-2018 09:0004-10-2018 13:00,20142014201620182018,1010101010,78,ThursdayThursdaySundayTuesdayTuesday
4,1.563,04-10-2017 21:00,2017,10,21,Monday
4,2.0,04-10-2014 09:0004-10-2014 12:0004-10-2014 16:0004-10-2014 17:0004-10-2016 16:0004-10-2016 19:0004-10-2017 09:0004-10-2017 12:0004-10-2018 12:0004-10-2018 15:0004-10-2019 16:00,20142014201420142016201620172017201820182019,1010101010101010101010,153,ThursdayThursdayThursdayThursdaySundaySundayMondayMondayTuesdayTuesdayWednesday
4,2.3,04-10-2017 14:00,2017,10,14,Monday
4,2.33,04-10-2017 15:00,2017,10,15,Monday
4,2.34,04-10-2019 14:00,2019,10,14,Wednesday
4,2.67,04-10-2019 08:00,2019,10,8,Wednesday
4,2.68,04-10-2014 08:00,2014,10,8,Thursday
4,3.0,04-10-2014 19:0004-10-2016 11:0004-10-2017 13:0004-10-2017 16:0004-10-2017 17:0004-10-2017 18:0004-10-2019 21:00,2014201620172017201720172019,10101010101010,115,ThursdaySundayMondayMondayMondayMondayWednesday
4,3.33,04-10-2014 14:0004-10-2017 11:0004-10-2019 17:00,201420172019,101010,42,ThursdayMondayWednesday
4,4.0,04-10-2015 13:0004-10-2016 09:0004-10-2016 13:0004-10-2019 15:00,2015201620162019,10101010,50,FridaySundaySundayWednesday
4,4.33,04-10-2015 09:00,2015,10,9,Friday
4,4.86,04-10-2016 18:00,2016,10,18,Sunday
4,5.0,04-10-2014 11:0004-10-2015 17:0004-10-2016 12:0004-10-2018 08:0004-10-2018 16:00,20142015201620182018,1010101010,64,ThursdayFridaySundayTuesdayTuesday
4,5.2,04-10-2019 10:00,2019,10,10,Wednesday
4,5.3,04-10-2015 18:00,2015,10,18,Friday
4,5.67,04-10-2018 20:00,2018,10,20,Tuesday
4,6.0,04-10-2014 15:0004-10-2015 16:0004-10-2016 20:0004-10-2019 09:00,2014201520162019,10101010,60,ThursdayFridaySundayWednesday
4,6.2,04-10-2016 08:00,2016,10,8,Sunday
4,6.33,04-10-2018 18:00,2018,10,18,Tuesday
4,6.34,04-10-2015 14:00,2015,10,14,Friday
4,6.38,04-10-2016 10:00,2016,10,10,Sunday
4,7.0,04-10-2018 14:00,2018,10,14,Tuesday
4,8.0,04-10-2018 19:0004-10-2018 21:00,20182018,1010,40,TuesdayTuesday
4,8.065999999999999,04-10-2019 20:00,2019,10,20,Wednesday
4,8.68,04-10-2019 19:00,2019,10,19,Wednesday
4,8.780000000000001,04-10-2016 17:00,2016,10,17,Sunday
4,9.0,04-10-2016 14:0004-10-2018 10:00,20162018,1010,24,SundayTuesday
4,9.18,04-10-2015 15:00,2015,10,15,Friday
4,9.3,04-10-2018 17:00,2018,10,17,Tuesday
4,10.0,04-10-2019 13:00,2019,10,13,Wednesday
4,11.0,04-10-2015 10:0004-10-2017 19:0004-10-2017 20:0004-10-2019 11:0004-10-2019 12:00,20152017201720192019,1010101010,72,FridayMondayMondayWednesdayWednesday
4,12.0,04-10-2014 13:0004-10-2015 12:00,20142015,1010,25,ThursdayFriday
4,12.365,04-10-2015 20:00,2015,10,20,Friday
4,14.0,04-10-2015 19:00,2015,10,19,Friday
4,14.067,04-10-2018 11:00,2018,10,11,Tuesday
4,16.43,04-10-2015 11:00,2015,10,11,Friday
5,0.0,05-10-2014 00:0005-10-2014 01:0005-10-2014 02:0005-10-2014 03:0005-10-2014 04:0005-10-2014 05:0005-10-2014 06:0005-10-2014 07:0005-10-2014 22:0005-10-2014 23:0005-10-2015 00:0005-10-2015 01:0005-10-2015 02:0005-10-2015 03:0005-10-2015 04:0005-10-2015 05:0005-10-2015 06:0005-10-2015 07:0005-10-2015 20:0005-10-2015 21:0005-10-2015 22:0005-10-2015 23:0005-10-2016 00:0005-10-2016 01:0005-10-2016 02:0005-10-2016 03:0005-10-2016 04:0005-10-2016 05:0005-10-2016 06:0005-10-2016 22:0005-10-2016 23:0005-10-2017 00:0005-10-2017 01:0005-10-2017 02:0005-10-2017 03:0005-10-2017 04:0005-10-2017 05:0005-10-2017 06:0005-10-2017 07:0005-10-2017 22:0005-10-2017 23:0005-10-2018 00:0005-10-2018 01:0005-10-2018 02:0005-10-2018 03:0005-10-2018 04:0005-10-2018 05:0005-10-2018 06:0005-10-2018 07:0005-10-2018 09:0005-10-2018 22:0005-10-2018 23:0005-10-2019 00:0005-10-2019 01:0005-10-2019 02:0005-10-2019 03:0005-10-2019 04:0005-10-2019 05:0005-10-2019 06:0005-10-2019 07:0005-10-2019 22:0005-10-2019 23:00,20142014201420142014201420142014201420142015201520152015201520152015201520152015201520152016201620162016201620162016201620162017201720172017201720172017201720172017201820182018201820182018201820182018201820182019201920192019201920192019201920192019,1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,481,SaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayFridayFridayFridayFridayFridayFridayFridayFridayFridayFriday
5,0.407,05-10-2015 17:00,2015,10,17,Sunday
5,1.0,05-10-2014 21:0005-10-2015 14:0005-10-2016 07:0005-10-2016 08:0005-10-2017 08:0005-10-2017 12:0005-10-2017 13:0005-10-2017 14:0005-10-2018 14:0005-10-2019 10:0005-10-2019 15:0005-10-2019 16:00,201420152016201620172017201720172018201920192019,101010101010101010101010,152,SaturdaySundayTuesdayTuesdayWednesdayWednesdayWednesdayWednesdayThursdayFridayFridayFriday
5,1.067,05-10-2017 17:00,2017,10,17,Wednesday
5,1.33,05-10-2016 10:00,2016,10,10,Tuesday
5,1.74,05-10-2015 18:00,2015,10,18,Sunday
5,2.0,05-10-2014 12:0005-10-2014 14:0005-10-2014 17:0005-10-2015 08:0005-10-2016 09:0005-10-2019 09:0005-10-2019 12:00,2014201420142015201620192019,10101010101010,81,SaturdaySaturdaySaturdaySundayTuesdayFridayFriday
5,2.3,05-10-2019 18:00,2019,10,18,Friday
5,2.34,05-10-2015 09:0005-10-2015 13:00,20152015,1010,22,SundaySunday
5,2.4,05-10-2014 15:00,2014,10,15,Saturday
5,2.59,05-10-2016 18:00,2016,10,18,Tuesday
5,2.6,05-10-2019 21:00,2019,10,21,Friday
5,3.0,05-10-2015 16:0005-10-2016 21:0005-10-2017 10:0005-10-2017 11:0005-10-2017 18:0005-10-2018 11:0005-10-2018 15:00,2015201620172017201720182018,10101010101010,102,SundayTuesdayWednesdayWednesdayWednesdayThursdayThursday
5,3.2,05-10-2019 14:00,2019,10,14,Friday
5,3.33,05-10-2017 16:0005-10-2018 21:00,20172018,1010,37,WednesdayThursday
5,3.34,05-10-2015 10:00,2015,10,10,Sunday
5,4.0,05-10-2014 13:0005-10-2014 19:0005-10-2015 12:0005-10-2016 11:0005-10-2016 12:0005-10-2016 13:0005-10-2016 16:0005-10-2017 15:0005-10-2019 08:0005-10-2019 17:00,2014201420152016201620162016201720192019,10101010101010101010,136,SaturdaySaturdaySundayTuesdayTuesdayTuesdayTuesdayWednesdayFridayFriday
5,4.33,05-10-2016 15:00,2016,10,15,Tuesday
5,4.4,05-10-2015 15:00,2015,10,15,Sunday
5,4.5,05-10-2016 20:00,2016,10,20,Tuesday
5,5.0,05-10-2014 16:0005-10-2014 18:0005-10-2018 13:0005-10-2018 16:0005-10-2018 18:00,20142014201820182018,1010101010,81,SaturdaySaturdayThursdayThursdayThursday
5,5.34,05-10-2019 19:00,2019,10,19,Friday
5,5.5,05-10-2018 10:00,2018,10,10,Thursday
5,6.0,05-10-2016 17:0005-10-2018 08:0005-10-2019 11:00,201620182019,101010,36,TuesdayThursdayFriday
5,6.33,05-10-2017 21:0005-10-2018 20:00,20172018,1010,41,WednesdayThursday
5,7.0,05-10-2015 11:0005-10-2016 14:0005-10-2016 19:0005-10-2018 17:00,2015201620162018,10101010,61,SundayTuesdayTuesdayThursday
5,7.33,05-10-2017 20:00,2017,10,20,Wednesday
5,8.0,05-10-2014 20:0005-10-2015 19:00,20142015,1010,39,SaturdaySunday
5,8.66,05-10-2018 19:00,2018,10,19,Thursday
5,10.0,05-10-2017 09:00,2017,10,9,Wednesday
5,11.0,05-10-2014 08:0005-10-2014 10:0005-10-2019 13:00,201420142019,101010,31,SaturdaySaturdayFriday
5,12.0,05-10-2014 11:00,2014,10,11,Saturday
5,13.0,05-10-2017 19:00,2017,10,19,Wednesday
5,14.0,05-10-2014 09:00,2014,10,9,Saturday
5,19.0,05-10-2018 12:00,2018,10,12,Thursday
5,21.0,05-10-2019 20:00,2019,10,20,Friday
6,0.0,06-10-2014 00:0006-10-2014 01:0006-10-2014 02:0006-10-2014 03:0006-10-2014 04:0006-10-2014 05:0006-10-2014 06:0006-10-2014 13:0006-10-2014 22:0006-10-2014 23:0006-10-2015 00:0006-10-2015 01:0006-10-2015 02:0006-10-2015 03:0006-10-2015 04:0006-10-2015 05:0006-10-2015 06:0006-10-2015 07:0006-10-2015 10:0006-10-2015 22:0006-10-2015 23:0006-10-2016 00:0006-10-2016 01:0006-10-2016 02:0006-10-2016 03:0006-10-2016 04:0006-10-2016 05:0006-10-2016 06:0006-10-2016 07:0006-10-2016 09:0006-10-2016 22:0006-10-2016 23:0006-10-2017 00:0006-10-2017 01:0006-10-2017 02:0006-10-2017 03:0006-10-2017 04:0006-10-2017 05:0006-10-2017 06:0006-10-2017 07:0006-10-2017 21:0006-10-2017 22:0006-10-2017 23:0006-10-2018 00:0006-10-2018 01:0006-10-2018 02:0006-10-2018 03:0006-10-2018 04:0006-10-2018 05:0006-10-2018 06:0006-10-2018 07:0006-10-2018 16:0006-10-2018 21:0006-10-2018 22:0006-10-2018 23:0006-10-2019 00:0006-10-2019 01:0006-10-2019 02:0006-10-2019 03:0006-10-2019 04:0006-10-2019 05:0006-10-2019 06:0006-10-2019 07:0006-10-2019 16:0006-10-2019 17:0006-10-2019 22:0006-10-2019 23:00,2014201420142014201420142014201420142014201520152015201520152015201520152015201520152016201620162016201620162016201620162016201620172017201720172017201720172017201720172017201820182018201820182018201820182018201820182018201920192019201920192019201920192019201920192019,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,554,TuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySaturdaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayMonday
6,1.0,06-10-2014 15:0006-10-2014 18:0006-10-2014 19:0006-10-2015 16:0006-10-2015 18:0006-10-2016 17:0006-10-2017 12:0006-10-2017 18:0006-10-2019 12:00,201420142014201520152016201720172019,101010101010101010,145,TuesdayTuesdayTuesdayWednesdayWednesdayFridaySaturdaySaturdayMonday
6,1.2,06-10-2019 13:00,2019,10,13,Monday
6,1.33,06-10-2018 17:00,2018,10,17,Sunday
6,1.34,06-10-2017 19:0006-10-2019 14:00,20172019,1010,33,SaturdayMonday
6,2.0,06-10-2014 07:0006-10-2015 13:0006-10-2015 21:0006-10-2016 08:0006-10-2016 12:0006-10-2016 16:0006-10-2017 08:0006-10-2017 15:0006-10-2017 16:0006-10-2018 09:0006-10-2019 15:00,20142015201520162016201620172017201720182019,1010101010101010101010,140,TuesdayWednesdayWednesdayFridayFridayFridaySaturdaySaturdaySaturdaySundayMonday
6,2.276,06-10-2015 19:00,2015,10,19,Wednesday
6,2.33,06-10-2015 15:00,2015,10,15,Wednesday
6,2.34,06-10-2017 14:00,2017,10,14,Saturday
6,2.64,06-10-2014 12:00,2014,10,12,Tuesday
6,2.67,06-10-2016 13:00,2016,10,13,Friday
6,3.0,06-10-2014 09:0006-10-2014 17:0006-10-2015 09:0006-10-2016 15:0006-10-2016 21:0006-10-2018 10:0006-10-2018 11:0006-10-2018 18:0006-10-2019 11:00,201420142015201620162018201820182019,101010101010101010,121,TuesdayTuesdayWednesdayFridayFridaySundaySundaySundayMonday
6,3.2,06-10-2018 15:00,2018,10,15,Sunday
6,3.33,06-10-2018 08:00,2018,10,8,Sunday
6,4.0,06-10-2014 11:0006-10-2015 14:0006-10-2015 20:0006-10-2017 13:0006-10-2018 14:0006-10-2019 10:00,201420152015201720182019,101010101010,82,TuesdayWednesdayWednesdaySaturdaySundayMonday
6,4.33,06-10-2018 12:00,2018,10,12,Sunday
6,4.34,06-10-2014 20:00,2014,10,20,Tuesday
6,4.8,06-10-2019 20:00,2019,10,20,Monday
6,5.0,06-10-2016 18:0006-10-2017 10:0006-10-2019 08:0006-10-2019 21:00,2016201720192019,10101010,57,FridaySaturdayMondayMonday
6,5.33,06-10-2016 20:0006-10-2017 09:00,20162017,1010,29,FridaySaturday
6,5.34,06-10-2015 08:00,2015,10,8,Wednesday
6,6.0,06-10-2014 14:0006-10-2014 16:0006-10-2015 17:0006-10-2017 11:0006-10-2017 20:0006-10-2019 09:0006-10-2019 19:00,2014201420152017201720192019,10101010101010,106,TuesdayTuesdayWednesdaySaturdaySaturdayMondayMonday
6,6.33,06-10-2016 11:00,2016,10,11,Friday
6,6.34,06-10-2015 11:00,2015,10,11,Wednesday
6,7.0,06-10-2018 13:0006-10-2019 18:00,20182019,1010,31,SundayMonday
6,8.0,06-10-2014 10:00,2014,10,10,Tuesday
6,8.33,06-10-2016 19:00,2016,10,19,Friday
6,8.84,06-10-2014 21:00,2014,10,21,Tuesday
6,9.0,06-10-2016 14:0006-10-2017 17:00,20162017,1010,31,FridaySaturday
6,9.74,06-10-2015 12:00,2015,10,12,Wednesday
6,10.0,06-10-2018 20:00,2018,10,20,Sunday
6,10.67,06-10-2016 10:00,2016,10,10,Friday
6,11.363,06-10-2018 19:00,2018,10,19,Sunday
6,14.34,06-10-2014 08:00,2014,10,8,Tuesday
7,0.0,07-10-2014 00:0007-10-2014 01:0007-10-2014 02:0007-10-2014 03:0007-10-2014 04:0007-10-2014 05:0007-10-2014 06:0007-10-2014 07:0007-10-2014 22:0007-10-2014 23:0007-10-2015 00:0007-10-2015 01:0007-10-2015 02:0007-10-2015 03:0007-10-2015 04:0007-10-2015 05:0007-10-2015 06:0007-10-2015 07:0007-10-2015 15:0007-10-2015 23:0007-10-2016 00:0007-10-2016 01:0007-10-2016 02:0007-10-2016 03:0007-10-2016 04:0007-10-2016 05:0007-10-2016 06:0007-10-2016 07:0007-10-2016 22:0007-10-2016 23:0007-10-2017 00:0007-10-2017 01:0007-10-2017 02:0007-10-2017 03:0007-10-2017 04:0007-10-2017 05:0007-10-2017 06:0007-10-2017 07:0007-10-2017 16:0007-10-2017 17:0007-10-2017 22:0007-10-2017 23:0007-10-2018 00:0007-10-2018 01:0007-10-2018 02:0007-10-2018 03:0007-10-2018 04:0007-10-2018 05:0007-10-2018 06:0007-10-2018 07:0007-10-2018 22:0007-10-2018 23:0007-10-2019 00:0007-10-2019 01:0007-10-2019 02:0007-10-2019 03:0007-10-2019 04:0007-10-2019 05:0007-10-2019 06:0007-10-2019 07:0007-10-2019 16:0007-10-2019 22:0007-10-2019 23:00,201420142014201420142014201420142014201420152015201520152015201520152015201520152016201620162016201620162016201620162016201720172017201720172017201720172017201720172017201820182018201820182018201820182018201820192019201920192019201920192019201920192019,101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,480,ThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayThursdayFridayFridayFridayFridayFridayFridayFridayFridayFridayFridaySundaySundaySundaySundaySundaySundaySundaySundaySundaySundayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayMondayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayTuesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesdayWednesday
7,0.6,07-10-2019 17:00,2019,10,17,Wednesday
7,1.0,07-10-2014 12:0007-10-2014 16:0007-10-2015 22:0007-10-2016 08:0007-10-2016 16:0007-10-2016 21:0007-10-2017 09:0007-10-2017 21:0007-10-2019 08:0007-10-2019 14:00,2014201420152016201620162017201720192019,10101010101010101010,147,ThursdayThursdayFridaySundaySundaySundayMondayMondayWednesdayWednesday
7,1.6600000000000001,07-10-2016 14:00,2016,10,14,Sunday
7,2.0,07-10-2014 08:0007-10-2014 18:0007-10-2014 21:0007-10-2015 16:0007-10-2017 10:0007-10-2017 12:0007-10-2017 13:0007-10-2017 15:0007-10-2018 11:0007-10-2018 21:0007-10-2019 21:00,20142014201420152017201720172017201820182019,1010101010101010101010,166,ThursdayThursdayThursdayFridayMondayMondayMondayMondayTuesdayTuesdayWednesday
7,2.033,07-10-2017 14:00,2017,10,14,Monday
7,2.33,07-10-2017 18:00,2017,10,18,Monday
7,2.34,07-10-2018 09:0007-10-2018 16:00,20182018,1010,25,TuesdayTuesday
7,2.66,07-10-2016 19:00,2016,10,19,Sunday
7,3.0,07-10-2014 13:0007-10-2014 19:0007-10-2015 11:0007-10-2015 13:0007-10-2015 18:0007-10-2016 15:0007-10-2018 08:0007-10-2019 13:00,20142014201520152015201620182019,1010101010101010,110,ThursdayThursdayFridayFridayFridaySundayTuesdayWednesday
7,3.34,07-10-2016 17:00,2016,10,17,Sunday
7,3.43,07-10-2016 20:00,2016,10,20,Sunday
7,3.66,07-10-2017 20:00,2017,10,20,Monday
7,4.0,07-10-2015 08:0007-10-2018 13:0007-10-2018 18:0007-10-2018 20:00,2015201820182018,10101010,59,FridayTuesdayTuesdayTuesday
7,4.1,07-10-2016 13:00,2016,10,13,Sunday
7,4.33,07-10-2016 09:0007-10-2019 18:00,20162019,1010,27,SundayWednesday
7,5.0,07-10-2014 15:0007-10-2015 10:0007-10-2015 21:0007-10-2016 11:0007-10-2016 18:0007-10-2017 08:0007-10-2018 10:0007-10-2019 15:00,20142015201520162016201720182019,1010101010101010,108,ThursdayFridayFridaySundaySundayMondayTuesdayWednesday
7,5.34,07-10-2018 19:00,2018,10,19,Tuesday
7,5.68,07-10-2019 20:00,2019,10,20,Wednesday
7,5.86,07-10-2019 11:00,2019,10,11,Wednesday
7,6.0,07-10-2015 17:0007-10-2018 15:0007-10-2019 10:0007-10-2019 19:00,2015201820192019,10101010,61,FridayTuesdayWednesdayWednesday
7,6.2,07-10-2014 10:00,2014,10,10,Thursday
7,6.33,07-10-2014 17:00,2014,10,17,Thursday
7,7.0,07-10-2014 09:0007-10-2015 20:0007-10-2017 11:0007-10-2019 09:00,2014201520172019,10101010,49,ThursdayFridayMondayWednesday
7,7.33,07-10-2016 10:00,2016,10,10,Sunday
7,7.34,07-10-2018 12:00,2018,10,12,Tuesday
7,8.0,07-10-2015 19:0007-10-2019 12:00,20152019,1010,31,FridayWednesday
7,9.33,07-10-2017 19:00,2017,10,19,Monday
7,9.5,07-10-2015 14:00,2015,10,14,Friday
7,9.66,07-10-2014 14:00,2014,10,14,Thursday
7,10.0,07-10-2018 14:0007-10-2018 17:00,20182018,1010,31,TuesdayTuesday
7,12.0,07-10-2014 20:00,2014,10,20,Thursday
7,12.67,07-10-2015 09:00,2015,10,9,Friday
7,13.33,07-10-2016 12:00,2016,10,12,Sunday
7,13.67,07-10-2015 12:00,2015,10,12,Friday
7,17.0,07-10-2014 11:00,2014,10,11,Thursday
